Organisational Unit,Payment Date,Amount,Beneficiary Name
Council wide,2013-04-22,704.34,BRITISH GAS TRADING LTD
Council wide,2013-04-22,702.89,BRITISH GAS TRADING LTD
Council wide,2013-04-22,702.70,BRITISH GAS TRADING LTD
Council wide,2013-04-22,702.37,BRITISH GAS TRADING LTD
Council wide,2013-04-19,692.11,BRITISH GAS TRADING LTD
Council wide,2013-04-22,685.81,BRITISH GAS TRADING LTD
Council wide,2013-04-22,685.26,BRITISH GAS TRADING LTD
Council wide,2013-04-22,685.18,BRITISH GAS TRADING LTD
Council wide,2013-04-22,683.70,BRITISH GAS TRADING LTD
Council wide,2013-04-22,681.54,BRITISH GAS TRADING LTD
Council wide,2013-04-22,678.11,BRITISH GAS TRADING LTD
Council wide,2013-04-22,678.03,BRITISH GAS TRADING LTD
Council wide,2013-04-22,678.03,BRITISH GAS TRADING LTD
Council wide,2013-04-22,676.54,BRITISH GAS TRADING LTD
Council wide,2013-04-19,674.48,BRITISH GAS TRADING LTD
Council wide,2013-04-22,661.88,BRITISH GAS TRADING LTD
Council wide,2013-04-22,656.87,BRITISH GAS TRADING LTD
Council wide,2013-04-22,653.00,BRITISH GAS TRADING LTD
Council wide,2013-04-22,650.34,BRITISH GAS TRADING LTD
Council wide,2013-04-22,645.22,BRITISH GAS TRADING LTD
Council wide,2013-04-22,644.54,BRITISH GAS TRADING LTD
Council wide,2013-04-22,644.15,BRITISH GAS TRADING LTD
Council wide,2013-04-22,643.14,BRITISH GAS TRADING LTD
Council wide,2013-04-22,642.00,BRITISH GAS TRADING LTD
Council wide,2013-04-22,641.33,BRITISH GAS TRADING LTD
Council wide,2013-04-22,639.10,BRITISH GAS TRADING LTD
Council wide,2013-04-22,632.79,BRITISH GAS TRADING LTD
Council wide,2013-04-22,630.95,BRITISH GAS TRADING LTD
Council wide,2013-04-22,626.06,BRITISH GAS TRADING LTD
Council wide,2013-04-22,625.57,BRITISH GAS TRADING LTD
Council wide,2013-04-22,624.52,BRITISH GAS TRADING LTD
Council wide,2013-04-22,621.11,BRITISH GAS TRADING LTD
Council wide,2013-04-22,620.75,BRITISH GAS TRADING LTD
Council wide,2013-04-22,620.32,BRITISH GAS TRADING LTD
Council wide,2013-04-19,619.02,BRITISH GAS TRADING LTD
Council wide,2013-04-22,618.68,BRITISH GAS TRADING LTD
Council wide,2013-04-22,618.15,BRITISH GAS TRADING LTD
Council wide,2013-04-22,617.75,BRITISH GAS TRADING LTD
Council wide,2013-04-22,614.09,BRITISH GAS TRADING LTD
Council wide,2013-04-22,604.63,BRITISH GAS TRADING LTD
Council wide,2013-04-22,600.62,BRITISH GAS TRADING LTD
Council wide,2013-04-22,598.84,BRITISH GAS TRADING LTD
Council wide,2013-04-22,596.94,BRITISH GAS TRADING LTD
Council wide,2013-04-19,594.48,BRITISH GAS TRADING LTD
Council wide,2013-04-22,592.76,BRITISH GAS TRADING LTD
Council wide,2013-04-22,588.97,BRITISH GAS TRADING LTD
Council wide,2013-04-22,587.90,BRITISH GAS TRADING LTD
Council wide,2013-04-19,584.05,BRITISH GAS TRADING LTD
Council wide,2013-04-22,581.47,BRITISH GAS TRADING LTD
Council wide,2013-04-19,578.25,BRITISH GAS TRADING LTD
Council wide,2013-04-22,577.85,BRITISH GAS TRADING LTD
Council wide,2013-04-22,576.70,BRITISH GAS TRADING LTD
Council wide,2013-04-22,573.55,BRITISH GAS TRADING LTD
Council wide,2013-04-22,573.19,BRITISH GAS TRADING LTD
Council wide,2013-04-22,564.22,BRITISH GAS TRADING LTD
Council wide,2013-04-22,559.95,BRITISH GAS TRADING LTD
Council wide,2013-04-22,558.94,BRITISH GAS TRADING LTD
Council wide,2013-04-19,555.38,BRITISH GAS TRADING LTD
Council wide,2013-04-22,552.30,BRITISH GAS TRADING LTD
Council wide,2013-04-22,552.02,BRITISH GAS TRADING LTD
Council wide,2013-04-22,551.13,BRITISH GAS TRADING LTD
Council wide,2013-04-22,548.50,BRITISH GAS TRADING LTD
Council wide,2013-04-22,547.75,BRITISH GAS TRADING LTD
Council wide,2013-04-22,547.56,BRITISH GAS TRADING LTD
Council wide,2013-04-22,546.11,BRITISH GAS TRADING LTD
Council wide,2013-04-22,541.00,BRITISH GAS TRADING LTD
Council wide,2013-04-22,538.02,BRITISH GAS TRADING LTD
Council wide,2013-04-22,533.22,BRITISH GAS TRADING LTD
Council wide,2013-04-22,527.66,BRITISH GAS TRADING LTD
Council wide,2013-04-19,522.56,BRITISH GAS TRADING LTD
Council wide,2013-04-22,521.56,BRITISH GAS TRADING LTD
Council wide,2013-04-22,516.94,BRITISH GAS TRADING LTD
Council wide,2013-04-19,514.58,BRITISH GAS TRADING LTD
Council wide,2013-04-22,514.42,BRITISH GAS TRADING LTD
Council wide,2013-04-22,512.35,BRITISH GAS TRADING LTD
Council wide,2013-04-22,511.74,BRITISH GAS TRADING LTD
Council wide,2013-04-22,510.32,BRITISH GAS TRADING LTD
Council wide,2013-04-22,507.56,BRITISH GAS TRADING LTD
Council wide,2013-04-22,505.07,BRITISH GAS TRADING LTD
Council wide,2013-04-22,503.66,BRITISH GAS TRADING LTD
Council wide,2013-04-22,-525.87,BRITISH GAS TRADING LTD
Council wide,2013-04-22,-569.70,BRITISH GAS TRADING LTD
Council wide,2013-04-22,-570.13,BRITISH GAS TRADING LTD
Council wide,2013-04-22,-721.97,BRITISH GAS TRADING LTD
Council wide,2013-04-22,-736.27,BRITISH GAS TRADING LTD
Council wide,2013-04-22,-982.41,BRITISH GAS TRADING LTD
Council wide,2013-04-19,-1067.13,BRITISH GAS TRADING LTD
Council wide,2013-04-19,-1119.92,BRITISH GAS TRADING LTD
Council wide,2013-04-22,-1338.27,BRITISH GAS TRADING LTD
Council wide,2013-04-22,-1341.63,BRITISH GAS TRADING LTD
Council wide,2013-04-19,-1770.82,BRITISH GAS TRADING LTD
Council wide,2013-04-22,-2166.14,BRITISH GAS TRADING LTD
Council wide,2013-04-19,-2327.97,BRITISH GAS TRADING LTD
Council wide,2013-04-22,-3011.29,BRITISH GAS TRADING LTD
Council wide,2013-04-22,-3126.05,BRITISH GAS TRADING LTD
Council wide,2013-04-22,-3430.07,BRITISH GAS TRADING LTD
Council wide,2013-04-19,-3561.61,BRITISH GAS TRADING LTD
Council wide,2013-04-22,-3805.26,BRITISH GAS TRADING LTD
Council wide,2013-04-19,19695.64,NPOWER (ELECTRIC)
Council wide,2013-04-22,18494.87,NPOWER (ELECTRIC)
Council wide,2013-04-22,17634.89,NPOWER (ELECTRIC)
Council wide,2013-04-22,7703.03,NPOWER (ELECTRIC)
Council wide,2013-04-19,6834.68,NPOWER (ELECTRIC)
Council wide,2013-04-22,6767.58,NPOWER (ELECTRIC)
Council wide,2013-04-19,6733.70,NPOWER (ELECTRIC)
Council wide,2013-04-22,6283.42,NPOWER (ELECTRIC)
Council wide,2013-04-22,5993.18,NPOWER (ELECTRIC)
Council wide,2013-04-19,5942.39,NPOWER (ELECTRIC)
Council wide,2013-04-19,5834.13,NPOWER (ELECTRIC)
Council wide,2013-04-22,5798.09,NPOWER (ELECTRIC)
Council wide,2013-04-22,5723.74,NPOWER (ELECTRIC)
Council wide,2013-04-19,5598.17,NPOWER (ELECTRIC)
Council wide,2013-04-22,5498.81,NPOWER (ELECTRIC)
Council wide,2013-04-22,5494.20,NPOWER (ELECTRIC)
Council wide,2013-04-19,5381.02,NPOWER (ELECTRIC)
Council wide,2013-04-19,5265.44,NPOWER (ELECTRIC)
Council wide,2013-04-22,5196.08,NPOWER (ELECTRIC)
Council wide,2013-04-22,5044.06,NPOWER (ELECTRIC)
Council wide,2013-04-19,5030.05,NPOWER (ELECTRIC)
Council wide,2013-04-22,5010.03,NPOWER (ELECTRIC)
Council wide,2013-04-22,4979.16,NPOWER (ELECTRIC)
Council wide,2013-04-22,4918.84,NPOWER (ELECTRIC)
Council wide,2013-04-22,4882.31,NPOWER (ELECTRIC)
Council wide,2013-04-19,4868.08,NPOWER (ELECTRIC)
Council wide,2013-04-22,4782.98,NPOWER (ELECTRIC)
Council wide,2013-04-22,4717.01,NPOWER (ELECTRIC)
Council wide,2013-04-22,4702.16,NPOWER (ELECTRIC)
Council wide,2013-04-19,4654.95,NPOWER (ELECTRIC)
Council wide,2013-04-22,4646.17,NPOWER (ELECTRIC)
Council wide,2013-04-19,4644.73,NPOWER (ELECTRIC)
Council wide,2013-04-22,4527.77,NPOWER (ELECTRIC)
Council wide,2013-04-22,4448.56,NPOWER (ELECTRIC)
Council wide,2013-04-22,4419.88,NPOWER (ELECTRIC)
Council wide,2013-04-22,4418.39,NPOWER (ELECTRIC)
Council wide,2013-04-22,4368.59,NPOWER (ELECTRIC)
Council wide,2013-04-22,4353.59,NPOWER (ELECTRIC)
Council wide,2013-04-19,4285.60,NPOWER (ELECTRIC)
Council wide,2013-04-22,4264.45,NPOWER (ELECTRIC)
Council wide,2013-04-22,4249.13,NPOWER (ELECTRIC)
Council wide,2013-04-22,4231.87,NPOWER (ELECTRIC)
Council wide,2013-04-22,4227.79,NPOWER (ELECTRIC)
Council wide,2013-04-22,4191.33,NPOWER (ELECTRIC)
Council wide,2013-04-22,4007.96,NPOWER (ELECTRIC)
Council wide,2013-04-19,3993.92,NPOWER (ELECTRIC)
Council wide,2013-04-22,3949.99,NPOWER (ELECTRIC)
Council wide,2013-04-22,3727.07,NPOWER (ELECTRIC)
Council wide,2013-04-22,3676.69,NPOWER (ELECTRIC)
Council wide,2013-04-19,3672.36,NPOWER (ELECTRIC)
Council wide,2013-04-19,3508.98,NPOWER (ELECTRIC)
Council wide,2013-04-22,3500.97,NPOWER (ELECTRIC)
Council wide,2013-04-22,2957.97,NPOWER (ELECTRIC)
Council wide,2013-04-22,2840.75,NPOWER (ELECTRIC)
Council wide,2013-04-22,2725.00,NPOWER (ELECTRIC)
Council wide,2013-04-19,2722.53,NPOWER (ELECTRIC)
Council wide,2013-04-19,2603.20,NPOWER (ELECTRIC)
Council wide,2013-04-19,2548.05,NPOWER (ELECTRIC)
Council wide,2013-04-22,2520.87,NPOWER (ELECTRIC)
Council wide,2013-04-22,2511.08,NPOWER (ELECTRIC)
Council wide,2013-04-19,2510.63,NPOWER (ELECTRIC)
Council wide,2013-04-19,2494.45,NPOWER (ELECTRIC)
Council wide,2013-04-19,2390.69,NPOWER (ELECTRIC)
Council wide,2013-04-22,2376.57,NPOWER (ELECTRIC)
Council wide,2013-04-19,2316.66,NPOWER (ELECTRIC)
Council wide,2013-04-22,2258.34,NPOWER (ELECTRIC)
Council wide,2013-04-22,2231.59,NPOWER (ELECTRIC)
Council wide,2013-04-22,2209.61,NPOWER (ELECTRIC)
Council wide,2013-04-22,2203.10,NPOWER (ELECTRIC)
Council wide,2013-04-22,2198.82,NPOWER (ELECTRIC)
Council wide,2013-04-19,2121.09,NPOWER (ELECTRIC)
Council wide,2013-04-22,2109.36,NPOWER (ELECTRIC)
Council wide,2013-04-22,2097.38,NPOWER (ELECTRIC)
Council wide,2013-04-22,2082.57,NPOWER (ELECTRIC)
Council wide,2013-04-19,2069.85,NPOWER (ELECTRIC)
Council wide,2013-04-22,2062.63,NPOWER (ELECTRIC)
Council wide,2013-04-22,2050.85,NPOWER (ELECTRIC)
Council wide,2013-04-22,2036.45,NPOWER (ELECTRIC)
Council wide,2013-04-22,2027.79,NPOWER (ELECTRIC)
Council wide,2013-04-22,2006.99,NPOWER (ELECTRIC)
Council wide,2013-04-22,1994.85,NPOWER (ELECTRIC)
Council wide,2013-04-22,1984.60,NPOWER (ELECTRIC)
Council wide,2013-04-19,1914.51,NPOWER (ELECTRIC)
Council wide,2013-04-19,1873.22,NPOWER (ELECTRIC)
Council wide,2013-04-22,1860.51,NPOWER (ELECTRIC)
Council wide,2013-04-22,1848.15,NPOWER (ELECTRIC)
Council wide,2013-04-19,1841.88,NPOWER (ELECTRIC)
Council wide,2013-04-22,1836.54,NPOWER (ELECTRIC)
Council wide,2013-04-22,1829.51,NPOWER (ELECTRIC)
Council wide,2013-04-19,1822.42,NPOWER (ELECTRIC)
Council wide,2013-04-22,1819.36,NPOWER (ELECTRIC)
Council wide,2013-04-22,1814.03,NPOWER (ELECTRIC)
Council wide,2013-04-22,1794.59,NPOWER (ELECTRIC)
Council wide,2013-04-19,1787.39,NPOWER (ELECTRIC)
Council wide,2013-04-22,1781.74,NPOWER (ELECTRIC)
Council wide,2013-04-22,1780.25,NPOWER (ELECTRIC)
Council wide,2013-04-19,1776.26,NPOWER (ELECTRIC)
Council wide,2013-04-19,1769.63,NPOWER (ELECTRIC)
Council wide,2013-04-22,1764.73,NPOWER (ELECTRIC)
Council wide,2013-04-22,1757.86,NPOWER (ELECTRIC)
Council wide,2013-04-22,1755.60,NPOWER (ELECTRIC)
Council wide,2013-04-22,1745.93,NPOWER (ELECTRIC)
Council wide,2013-04-22,1691.67,NPOWER (ELECTRIC)
Council wide,2013-04-22,1689.79,NPOWER (ELECTRIC)
Council wide,2013-04-22,1687.91,NPOWER (ELECTRIC)
Council wide,2013-04-22,1664.96,NPOWER (ELECTRIC)
Council wide,2013-04-22,1664.86,NPOWER (ELECTRIC)
Council wide,2013-04-19,1664.51,NPOWER (ELECTRIC)
Council wide,2013-04-22,1643.77,NPOWER (ELECTRIC)
Council wide,2013-04-22,1642.66,NPOWER (ELECTRIC)
Council wide,2013-04-22,1638.74,NPOWER (ELECTRIC)
Council wide,2013-04-22,1636.93,NPOWER (ELECTRIC)
Council wide,2013-04-19,1636.21,NPOWER (ELECTRIC)
Council wide,2013-04-22,1618.90,NPOWER (ELECTRIC)
Council wide,2013-04-22,1615.04,NPOWER (ELECTRIC)
Council wide,2013-04-22,1605.70,NPOWER (ELECTRIC)
Council wide,2013-04-22,1590.43,NPOWER (ELECTRIC)
Council wide,2013-04-22,1589.80,NPOWER (ELECTRIC)
Council wide,2013-04-22,1575.35,NPOWER (ELECTRIC)
Council wide,2013-04-19,1570.93,NPOWER (ELECTRIC)
Council wide,2013-04-22,1560.26,NPOWER (ELECTRIC)
Council wide,2013-04-19,1558.76,NPOWER (ELECTRIC)
Council wide,2013-04-22,1550.87,NPOWER (ELECTRIC)
Council wide,2013-04-19,1549.23,NPOWER (ELECTRIC)
Council wide,2013-04-22,1546.94,NPOWER (ELECTRIC)
Council wide,2013-04-19,1524.68,NPOWER (ELECTRIC)
Council wide,2013-04-22,1524.50,NPOWER (ELECTRIC)
Council wide,2013-04-22,1520.88,NPOWER (ELECTRIC)
Council wide,2013-04-22,1518.53,NPOWER (ELECTRIC)
Council wide,2013-04-19,1504.73,NPOWER (ELECTRIC)
Council wide,2013-04-22,1496.72,NPOWER (ELECTRIC)
Council wide,2013-04-22,1492.29,NPOWER (ELECTRIC)
Council wide,2013-04-22,1470.90,NPOWER (ELECTRIC)
Council wide,2013-04-19,1463.19,NPOWER (ELECTRIC)
Council wide,2013-04-22,1453.09,NPOWER (ELECTRIC)
Council wide,2013-04-19,1441.12,NPOWER (ELECTRIC)
Council wide,2013-04-22,1433.21,NPOWER (ELECTRIC)
Council wide,2013-04-22,1417.42,NPOWER (ELECTRIC)
Council wide,2013-04-22,1416.18,NPOWER (ELECTRIC)
Council wide,2013-04-22,1414.05,NPOWER (ELECTRIC)
Council wide,2013-04-22,1387.02,NPOWER (ELECTRIC)
Council wide,2013-04-22,1382.10,NPOWER (ELECTRIC)
Council wide,2013-04-22,1377.97,NPOWER (ELECTRIC)
Council wide,2013-04-22,1372.34,NPOWER (ELECTRIC)
Council wide,2013-04-22,1364.06,NPOWER (ELECTRIC)
Council wide,2013-04-22,1357.13,NPOWER (ELECTRIC)
Council wide,2013-04-22,1355.68,NPOWER (ELECTRIC)
Council wide,2013-04-22,1355.30,NPOWER (ELECTRIC)
Council wide,2013-04-22,1348.59,NPOWER (ELECTRIC)
Council wide,2013-04-19,1334.45,NPOWER (ELECTRIC)
Council wide,2013-04-22,1330.34,NPOWER (ELECTRIC)
Council wide,2013-04-22,1312.63,NPOWER (ELECTRIC)
Council wide,2013-04-19,1312.53,NPOWER (ELECTRIC)
Council wide,2013-04-22,1311.18,NPOWER (ELECTRIC)
Council wide,2013-04-19,1306.40,NPOWER (ELECTRIC)
Council wide,2013-04-22,1297.41,NPOWER (ELECTRIC)
Council wide,2013-04-22,1294.16,NPOWER (ELECTRIC)
Council wide,2013-04-19,1290.01,NPOWER (ELECTRIC)
Council wide,2013-04-19,1281.22,NPOWER (ELECTRIC)
Council wide,2013-04-19,1281.22,NPOWER (ELECTRIC)
Council wide,2013-04-22,1277.09,NPOWER (ELECTRIC)
Council wide,2013-04-19,1271.48,NPOWER (ELECTRIC)
Council wide,2013-04-22,1271.10,NPOWER (ELECTRIC)
Council wide,2013-04-19,1262.38,NPOWER (ELECTRIC)
Council wide,2013-04-22,1258.13,NPOWER (ELECTRIC)
Council wide,2013-04-22,1256.58,NPOWER (ELECTRIC)
Council wide,2013-04-22,1247.01,NPOWER (ELECTRIC)
Council wide,2013-04-19,1236.69,NPOWER (ELECTRIC)
Council wide,2013-04-19,1235.33,NPOWER (ELECTRIC)
Council wide,2013-04-22,1219.65,NPOWER (ELECTRIC)
Council wide,2013-04-22,1204.65,NPOWER (ELECTRIC)
Council wide,2013-04-19,1200.55,NPOWER (ELECTRIC)
Council wide,2013-04-22,1193.15,NPOWER (ELECTRIC)
Council wide,2013-04-19,1189.21,NPOWER (ELECTRIC)
Council wide,2013-04-22,1187.61,NPOWER (ELECTRIC)
Council wide,2013-04-22,1180.66,NPOWER (ELECTRIC)
Council wide,2013-04-22,1174.43,NPOWER (ELECTRIC)
Council wide,2013-04-19,1172.01,NPOWER (ELECTRIC)
Council wide,2013-04-22,1167.02,NPOWER (ELECTRIC)
Council wide,2013-04-22,1163.00,NPOWER (ELECTRIC)
Council wide,2013-04-22,1161.72,NPOWER (ELECTRIC)
Council wide,2013-04-22,1154.55,NPOWER (ELECTRIC)
Council wide,2013-04-19,1154.37,NPOWER (ELECTRIC)
Council wide,2013-04-22,1143.39,NPOWER (ELECTRIC)
Council wide,2013-04-22,1111.60,NPOWER (ELECTRIC)
Council wide,2013-04-22,1111.06,NPOWER (ELECTRIC)
Council wide,2013-04-19,1109.23,NPOWER (ELECTRIC)
Council wide,2013-04-22,1077.99,NPOWER (ELECTRIC)
Council wide,2013-04-19,1070.89,NPOWER (ELECTRIC)
Council wide,2013-04-19,1064.42,NPOWER (ELECTRIC)
Council wide,2013-04-22,1060.36,NPOWER (ELECTRIC)
Council wide,2013-04-19,1053.65,NPOWER (ELECTRIC)
Council wide,2013-04-19,1051.60,NPOWER (ELECTRIC)
Council wide,2013-04-19,1047.68,NPOWER (ELECTRIC)
Council wide,2013-04-19,1017.76,NPOWER (ELECTRIC)
Council wide,2013-04-22,981.06,NPOWER (ELECTRIC)
Council wide,2013-04-19,971.38,NPOWER (ELECTRIC)
Council wide,2013-04-22,966.10,NPOWER (ELECTRIC)
Council wide,2013-04-22,924.23,NPOWER (ELECTRIC)
Council wide,2013-04-19,919.22,NPOWER (ELECTRIC)
Council wide,2013-04-22,918.82,NPOWER (ELECTRIC)
Council wide,2013-04-19,911.24,NPOWER (ELECTRIC)
Council wide,2013-04-22,911.01,NPOWER (ELECTRIC)
Council wide,2013-04-22,907.77,NPOWER (ELECTRIC)
Council wide,2013-04-22,902.47,NPOWER (ELECTRIC)
Council wide,2013-04-22,897.10,NPOWER (ELECTRIC)
Council wide,2013-04-22,896.64,NPOWER (ELECTRIC)
Council wide,2013-04-22,896.46,NPOWER (ELECTRIC)
Council wide,2013-04-22,894.08,NPOWER (ELECTRIC)
Council wide,2013-04-22,891.54,NPOWER (ELECTRIC)
Council wide,2013-04-19,891.30,NPOWER (ELECTRIC)
Council wide,2013-04-22,890.50,NPOWER (ELECTRIC)
Council wide,2013-04-22,878.96,NPOWER (ELECTRIC)
Council wide,2013-04-22,877.70,NPOWER (ELECTRIC)
Council wide,2013-04-19,875.47,NPOWER (ELECTRIC)
Council wide,2013-04-19,872.74,NPOWER (ELECTRIC)
Council wide,2013-04-22,872.72,NPOWER (ELECTRIC)
Council wide,2013-04-22,866.19,NPOWER (ELECTRIC)
Council wide,2013-04-19,863.56,NPOWER (ELECTRIC)
Council wide,2013-04-22,860.93,NPOWER (ELECTRIC)
Council wide,2013-04-22,856.59,NPOWER (ELECTRIC)
Council wide,2013-04-22,845.32,NPOWER (ELECTRIC)
Council wide,2013-04-22,820.70,NPOWER (ELECTRIC)
Council wide,2013-04-19,800.17,NPOWER (ELECTRIC)
Council wide,2013-04-22,798.53,NPOWER (ELECTRIC)
Council wide,2013-04-19,796.68,NPOWER (ELECTRIC)
Council wide,2013-04-19,787.03,NPOWER (ELECTRIC)
Council wide,2013-04-22,784.03,NPOWER (ELECTRIC)
Council wide,2013-04-22,775.72,NPOWER (ELECTRIC)
Council wide,2013-04-22,765.53,NPOWER (ELECTRIC)
Council wide,2013-04-22,765.32,NPOWER (ELECTRIC)
Council wide,2013-04-22,763.56,NPOWER (ELECTRIC)
Council wide,2013-04-19,758.00,NPOWER (ELECTRIC)
Council wide,2013-04-22,753.66,NPOWER (ELECTRIC)
Council wide,2013-04-22,751.54,NPOWER (ELECTRIC)
Council wide,2013-04-19,738.86,NPOWER (ELECTRIC)
Council wide,2013-04-19,738.86,NPOWER (ELECTRIC)
Council wide,2013-04-22,734.11,NPOWER (ELECTRIC)
Council wide,2013-04-22,731.18,NPOWER (ELECTRIC)
Council wide,2013-04-22,729.21,NPOWER (ELECTRIC)
Council wide,2013-04-19,727.59,NPOWER (ELECTRIC)
Council wide,2013-04-22,722.73,NPOWER (ELECTRIC)
Council wide,2013-04-22,722.70,NPOWER (ELECTRIC)
Council wide,2013-04-22,721.22,NPOWER (ELECTRIC)
Council wide,2013-04-22,718.91,NPOWER (ELECTRIC)
Council wide,2013-04-19,714.33,NPOWER (ELECTRIC)
Council wide,2013-04-22,714.16,NPOWER (ELECTRIC)
Council wide,2013-04-22,712.89,NPOWER (ELECTRIC)
Council wide,2013-04-22,707.08,NPOWER (ELECTRIC)
Council wide,2013-04-22,701.70,NPOWER (ELECTRIC)
Council wide,2013-04-19,700.63,NPOWER (ELECTRIC)
Council wide,2013-04-19,700.57,NPOWER (ELECTRIC)
Council wide,2013-04-19,700.05,NPOWER (ELECTRIC)
Council wide,2013-04-22,695.14,NPOWER (ELECTRIC)
Council wide,2013-04-22,690.42,NPOWER (ELECTRIC)
Council wide,2013-04-22,689.04,NPOWER (ELECTRIC)
Council wide,2013-04-22,687.18,NPOWER (ELECTRIC)
Council wide,2013-04-22,682.34,NPOWER (ELECTRIC)
Council wide,2013-04-19,681.30,NPOWER (ELECTRIC)
Council wide,2013-04-22,674.68,NPOWER (ELECTRIC)
Council wide,2013-04-19,673.86,NPOWER (ELECTRIC)
Council wide,2013-04-22,670.10,NPOWER (ELECTRIC)
Council wide,2013-04-22,661.36,NPOWER (ELECTRIC)
Council wide,2013-04-22,656.67,NPOWER (ELECTRIC)
Council wide,2013-04-22,656.39,NPOWER (ELECTRIC)
Council wide,2013-04-22,652.96,NPOWER (ELECTRIC)
Council wide,2013-04-19,651.62,NPOWER (ELECTRIC)
Council wide,2013-04-22,645.18,NPOWER (ELECTRIC)
Council wide,2013-04-22,642.30,NPOWER (ELECTRIC)
Council wide,2013-04-22,638.64,NPOWER (ELECTRIC)
Council wide,2013-04-19,631.97,NPOWER (ELECTRIC)
Council wide,2013-04-19,630.25,NPOWER (ELECTRIC)
Council wide,2013-04-22,629.47,NPOWER (ELECTRIC)
Council wide,2013-04-22,628.83,NPOWER (ELECTRIC)
Council wide,2013-04-22,628.76,NPOWER (ELECTRIC)
Council wide,2013-04-22,628.72,NPOWER (ELECTRIC)
Council wide,2013-04-22,628.16,NPOWER (ELECTRIC)
Council wide,2013-04-22,623.53,NPOWER (ELECTRIC)
Council wide,2013-04-22,611.72,NPOWER (ELECTRIC)
Council wide,2013-04-22,600.42,NPOWER (ELECTRIC)
Council wide,2013-04-19,594.00,NPOWER (ELECTRIC)
Council wide,2013-04-22,588.53,NPOWER (ELECTRIC)
Council wide,2013-04-22,584.17,NPOWER (ELECTRIC)
Council wide,2013-04-22,581.87,NPOWER (ELECTRIC)
Council wide,2013-04-19,581.19,NPOWER (ELECTRIC)
Council wide,2013-04-19,581.18,NPOWER (ELECTRIC)
Council wide,2013-04-22,580.83,NPOWER (ELECTRIC)
Council wide,2013-04-22,574.58,NPOWER (ELECTRIC)
Council wide,2013-04-22,572.20,NPOWER (ELECTRIC)
Council wide,2013-04-19,562.14,NPOWER (ELECTRIC)
Council wide,2013-04-22,561.92,NPOWER (ELECTRIC)
Council wide,2013-04-19,560.61,NPOWER (ELECTRIC)
Council wide,2013-04-19,559.99,NPOWER (ELECTRIC)
Council wide,2013-04-19,555.64,NPOWER (ELECTRIC)
Council wide,2013-04-22,554.72,NPOWER (ELECTRIC)
Council wide,2013-04-22,553.25,NPOWER (ELECTRIC)
Council wide,2013-04-22,551.11,NPOWER (ELECTRIC)
Council wide,2013-04-19,549.63,NPOWER (ELECTRIC)
Council wide,2013-04-19,546.31,NPOWER (ELECTRIC)
Council wide,2013-04-22,544.71,NPOWER (ELECTRIC)
Council wide,2013-04-19,543.78,NPOWER (ELECTRIC)
Council wide,2013-04-22,541.82,NPOWER (ELECTRIC)
Council wide,2013-04-22,530.36,NPOWER (ELECTRIC)
Council wide,2013-04-22,529.14,NPOWER (ELECTRIC)
Council wide,2013-04-19,526.58,NPOWER (ELECTRIC)
Council wide,2013-04-22,523.15,NPOWER (ELECTRIC)
Council wide,2013-04-19,520.23,NPOWER (ELECTRIC)
Council wide,2013-04-22,514.67,NPOWER (ELECTRIC)
Council wide,2013-04-22,510.77,NPOWER (ELECTRIC)
Council wide,2013-04-22,502.89,NPOWER (ELECTRIC)
Council wide,2013-04-22,501.65,NPOWER (ELECTRIC)
Council wide,2013-04-22,501.36,NPOWER (ELECTRIC)
Council wide,2013-04-19,500.56,NPOWER (ELECTRIC)
Council wide,2013-04-19,500.55,NPOWER (ELECTRIC)
Council wide,2013-04-22,-591.02,NPOWER (ELECTRIC)
Council wide,2013-04-19,-679.07,NPOWER (ELECTRIC)
Council wide,2013-04-19,-679.08,NPOWER (ELECTRIC)
Council wide,2013-04-22,-719.00,NPOWER (ELECTRIC)
Council wide,2013-04-22,-1441.12,NPOWER (ELECTRIC)
